timestamp,date,open,high,low,close,volume
1550461500,2019-02-18,2037.60,2041.95,1962.65,1970.30,2942184
1550547900,2019-02-19,1970.00,1971.00,1892.00,1904.80,4408554
1550634300,2019-02-20,1915.00,1933.80,1881.30,1914.75,4645778
1550720700,2019-02-21,1914.75,1940.00,1897.05,1914.20,4683919
1550807100,2019-02-22,1917.20,1930.00,1905.10,1925.65,2271955
1551066300,2019-02-25,1932.50,1990.00,1930.50,1985.15,2934880
1551152700,2019-02-26,1984.00,2045.15,1972.25,2038.70,6453309
1551239100,2019-02-27,2040.00,2074.95,2022.00,2058.10,4732082
1551325500,2019-02-28,2060.00,2071.35,1977.60,1983.45,8454295
1551411900,2019-03-01,1995.05,2005.00,1980.35,1995.40,4148548
1551757500,2019-03-05,2005.00,2007.00,1976.60,1988.10,2449622
1551843900,2019-03-06,1989.30,2015.00,1985.05,1999.60,2635047
1551930300,2019-03-07,2005.00,2024.05,2000.20,2013.30,2539884
1552016700,2019-03-08,2025.00,2033.00,2010.05,2022.70,2031071
1552275900,2019-03-11,2028.90,2033.00,2003.65,2014.80,3111689
1552362300,2019-03-12,2014.05,2024.80,2003.00,2012.45,2658550
1552448700,2019-03-13,2013.00,2015.90,1978.60,2000.50,1833163
1552535100,2019-03-14,2004.95,2007.80,1981.00,1987.40,1905495
1552621500,2019-03-15,1998.90,2068.95,1991.00,2039.95,5184318
1552880700,2019-03-18,2043.00,2064.60,2011.00,2022.80,2349915
1552967100,2019-03-19,2030.00,2030.00,1995.10,2022.80,2373993
1553053500,2019-03-20,2028.00,2044.80,2000.00,2015.05,3091165
1553226300,2019-03-22,2015.00,2016.00,1983.30,2005.65,3148149
1553485500,2019-03-25,2007.80,2007.80,1977.20,1984.25,2429205
1553571900,2019-03-26,1984.00,1994.95,1958.05,1982.65,2316539
1553658300,2019-03-27,1994.00,1998.00,1961.00,1967.90,2266166
1553744700,2019-03-28,1980.00,2014.60,1972.80,2000.30,4054489
1554090300,2019-04-01,2010.00,2039.95,2008.25,2031.65,2095740
1554176700,2019-04-02,2037.10,2086.00,2037.00,2079.30,3719663
1554263100,2019-04-03,2085.00,2089.60,2058.10,2079.30,2939886
1554349500,2019-04-04,2078.15,2079.70,2007.40,2014.50,4397518
1554435900,2019-04-05,2028.65,2054.40,2018.80,2048.30,3152103
1554695100,2019-04-08,2059.00,2075.00,2032.70,2070.75,2194294
1554781500,2019-04-09,2070.00,2098.00,2057.65,2091.50,2690970
1554867900,2019-04-10,2083.00,2085.50,2036.00,2040.25,3313062
1554954300,2019-04-11,2045.00,2055.00,2013.65,2019.50,3422442
1555040700,2019-04-12,2038.00,2039.00,2007.00,2014.50,3198471
1555299900,2019-04-15,2070.00,2119.80,2041.00,2113.30,9189201
1555386300,2019-04-16,2120.00,2155.95,2115.55,2131.80,5771952
1555558200,2019-04-18,2149.90,2155.00,2114.20,2150.05,3413728
1555904700,2019-04-22,2148.00,2176.00,2145.60,2161.45,2007135
1555991100,2019-04-23,2163.00,2165.50,2134.05,2155.05,2163524
1556077500,2019-04-24,2158.00,2195.00,2156.10,2183.45,3003071
1556163900,2019-04-25,2175.00,2205.00,2168.05,2195.00,4211526
1556250300,2019-04-26,2203.00,2243.95,2193.15,2238.55,2716958
1556595900,2019-04-30,2238.55,2266.95,2230.10,2260.35,3488395
1556768700,2019-05-02,2255.00,2259.40,2211.10,2215.40,2457699
1556855100,2019-05-03,2185.00,2186.05,2125.00,2132.00,3780886
1557114300,2019-05-06,2110.00,2165.00,2108.50,2157.85,2891422
1557199800,2019-05-07,2160.05,2184.35,2138.80,2151.95,2201698
1557287100,2019-05-08,2151.00,2168.00,2130.40,2152.85,1824895
1557373500,2019-05-09,2145.00,2184.10,2136.10,2172.55,2264162
1557459900,2019-05-10,2175.00,2192.00,2125.85,2135.80,2039633
1557719100,2019-05-13,2133.00,2167.00,2121.65,2128.75,1701744
1557805500,2019-05-14,2135.00,2159.80,2072.35,2092.35,2456110
1557891900,2019-05-15,2097.00,2124.00,2084.50,2095.40,2346876
1557978300,2019-05-16,2096.00,2124.00,2077.05,2108.75,1946529
1558064700,2019-05-17,2112.60,2135.00,2090.00,2095.45,1947908
1558323900,2019-05-20,2125.00,2151.40,2050.00,2143.95,2625116
1558410300,2019-05-21,2148.05,2148.70,2102.55,2109.75,1863157
1558496700,2019-05-22,2110.00,2121.95,2075.00,2081.75,2595795
1558583100,2019-05-23,2098.00,2115.35,2050.00,2054.05,2541294
1558669500,2019-05-24,2070.00,2070.00,2032.25,2048.00,2274208
1558928700,2019-05-27,2054.80,2068.95,2040.10,2055.15,2329820
1559015100,2019-05-28,2060.00,2097.50,2045.00,2073.75,5872979
1559101500,2019-05-29,2080.00,2123.70,2077.10,2107.55,3281320
1559187900,2019-05-30,2123.00,2156.55,2114.40,2146.30,4971725
1559274300,2019-05-31,2160.00,2204.95,2152.25,2196.55,4265370
1559533500,2019-06-03,2201.00,2247.65,2185.65,2242.30,3682419
1559619900,2019-06-04,2224.00,2224.00,2175.00,2183.10,2408658
1559792700,2019-06-06,2199.00,2199.00,2152.00,2166.10,3735467
1559879100,2019-06-07,2174.00,2189.80,2142.10,2181.75,2659446
1560138300,2019-06-10,2196.70,2235.85,2185.50,2231.50,2080593
1560224700,2019-06-11,2237.00,2263.95,2231.00,2252.80,3048937
1560311100,2019-06-12,2245.00,2266.90,2219.00,2260.90,2404448
1560397500,2019-06-13,2264.00,2285.00,2243.05,2254.10,3320916
1560483900,2019-06-14,2257.25,2263.10,2234.00,2254.50,2131408
1560743100,2019-06-17,2256.00,2262.00,2241.45,2249.20,1489497
1560829500,2019-06-18,2244.00,2260.00,2231.20,2250.85,1877447
1560915900,2019-06-19,2255.00,2276.00,2243.15,2259.90,1652817
1561002300,2019-06-20,2230.00,2284.00,2212.00,2277.95,2199377
1561088700,2019-06-21,2285.00,2292.50,2242.00,2249.85,3871804
1561347900,2019-06-24,2254.15,2280.00,2250.80,2275.50,1382424
1561434300,2019-06-25,2270.00,2274.45,2250.50,2267.80,1386077
1561520700,2019-06-26,2265.00,2266.80,2250.00,2254.20,1762224
1561607100,2019-06-27,2255.00,2264.00,2241.30,2252.55,2813464
1561693500,2019-06-28,2260.00,2261.95,2222.50,2227.20,2372928
1561952700,2019-07-01,2235.00,2255.00,2206.60,2239.55,2769940
1562039100,2019-07-02,2244.90,2257.00,2216.45,2252.10,1771746
1562125500,2019-07-03,2252.20,2258.80,2232.00,2237.65,1656881
1562211900,2019-07-04,2234.00,2252.00,2230.10,2242.65,984140
1562298300,2019-07-05,2247.00,2250.00,2140.00,2163.10,4088470
1562557500,2019-07-08,2149.00,2188.80,2132.10,2175.40,2788062
1562643900,2019-07-09,2174.00,2174.40,2104.55,2133.35,3977224
1562730300,2019-07-10,2080.00,2127.85,2071.30,2108.20,6343581
1562816700,2019-07-11,2128.00,2129.00,2086.05,2102.55,2400346
1562903100,2019-07-12,2102.10,2119.75,2093.10,2107.60,1560725
1563162300,2019-07-15,2125.00,2153.60,2098.00,2145.70,2900415
1563248700,2019-07-16,2126.00,2132.50,2100.00,2106.00,2735399
1563335100,2019-07-17,2108.00,2125.00,2092.10,2117.25,1802969
1563421500,2019-07-18,2116.20,2116.20,2060.00,2065.95,3072096
1563507900,2019-07-19,2077.00,2097.00,2062.50,2076.95,1953177
1563767100,2019-07-22,2077.00,2117.45,2068.80,2109.90,1920167
1563853500,2019-07-23,2127.90,2130.00,2102.40,2112.45,3538588
1563939900,2019-07-24,2110.00,2120.80,2076.50,2096.80,2413196
1564026300,2019-07-25,2108.90,2135.00,2092.55,2127.90,2544464
1564112700,2019-07-26,2129.80,2129.80,2095.00,2109.05,1720592
1564371900,2019-07-29,2110.80,2142.00,2103.30,2130.00,1647090
1564458300,2019-07-30,2130.00,2185.00,2120.45,2179.15,2851672
1564544700,2019-07-31,2171.75,2211.70,2147.15,2205.70,3000677
1564631100,2019-08-01,2200.00,2217.50,2166.25,2180.05,2375236
1564717500,2019-08-02,2173.00,2210.00,2165.50,2205.30,2500816
1564976700,2019-08-05,2199.90,2252.25,2195.60,2248.60,3039682
1565063100,2019-08-06,2232.80,2251.95,2211.45,2214.90,2885467
1565149500,2019-08-07,2230.00,2238.50,2207.25,2213.45,2165362
1565235900,2019-08-08,2228.90,2281.00,2218.90,2258.10,2073298
1565322300,2019-08-09,2260.00,2267.90,2241.35,2246.25,1744550
1565667900,2019-08-13,2245.00,2246.25,2194.30,2199.45,1647281
1565754300,2019-08-14,2181.10,2217.85,2167.40,2204.40,1945002
1565927100,2019-08-16,2241.40,2241.40,2143.25,2165.10,3755507
1566186300,2019-08-19,2180.00,2186.00,2157.70,2163.00,974884
1566272700,2019-08-20,2172.00,2205.00,2166.50,2186.75,1843611
1566359100,2019-08-21,2184.95,2202.00,2182.25,2186.20,1214408
